cycle,season,genus,colony_id,value,line_group
5,Winter,D,OT_PA2,2.379524231,PA2_D
6,Winter,D,OT_PA2,14.00499725,PA2_D
7,Winter,D,OT_PA2,108.2971497,PA2_D
8,Winter,D,OT_PA2,-141.4016012,PA2_D
9,Winter,D,OT_PA2,-15.66285706,PA2_D
10,Winter,D,OT_PA2,290.8272107,PA2_D
11,Winter,D,OT_PA2,281.2196045,PA2_D
12,Winter,D,OT_PA2,118.1263326,PA2_D
13,Winter,D,OT_PA2,16.7700386,PA2_D
14,Winter,D,OT_PA2,-133.8375651,PA2_D
15,Winter,D,OT_PA2,-409.4712016,PA2_D
16,Winter,D,OT_PA2,-288.5449524,PA2_D
17,Winter,D,OT_PA2,-122.484581,PA2_D
18,Winter,D,OT_PA2,-75.10519791,PA2_D
19,Winter,D,OT_PA2,-58.39899778,PA2_D
20,Winter,D,OT_PA2,7.981684367,PA2_D
21,Winter,D,OT_PA2,138.8259074,PA2_D
22,Winter,D,OT_PA2,581.4604937,PA2_D
23,Winter,D,OT_PA2,707.2279092,PA2_D
24,Winter,D,OT_PA2,968.6984507,PA2_D
25,Winter,D,OT_PA2,1139.045293,PA2_D
26,Winter,D,OT_PA2,1881.264445,PA2_D
27,Winter,D,OT_PA2,2673.511037,PA2_D
28,Winter,D,OT_PA2,3332.127255,PA2_D
29,Winter,D,OT_PA2,4198.130519,PA2_D
30,Winter,D,OT_PA2,5227.04231,PA2_D
31,Winter,D,OT_PA2,6398.640626,PA2_D
32,Winter,D,OT_PA2,7688.404266,PA2_D
33,Winter,D,OT_PA2,9365.289691,PA2_D
34,Winter,D,OT_PA2,11662.67188,PA2_D
35,Winter,D,OT_PA2,13415.47005,PA2_D
1,Spring,C,OT_PA2,-1380.394938,PA2_C
2,Spring,C,OT_PA2,-435.5287679,PA2_C
3,Spring,C,OT_PA2,-101.8005575,PA2_C
4,Spring,C,OT_PA2,242.7895508,PA2_C
5,Spring,C,OT_PA2,378.2885386,PA2_C
6,Spring,C,OT_PA2,178.5921987,PA2_C
7,Spring,C,OT_PA2,-91.37235006,PA2_C
8,Spring,C,OT_PA2,-288.3082682,PA2_C
9,Spring,C,OT_PA2,-648.0853068,PA2_C
10,Spring,C,OT_PA2,-462.7686259,PA2_C
11,Spring,C,OT_PA2,-289.0248451,PA2_C
12,Spring,C,OT_PA2,-103.3409608,PA2_C
13,Spring,C,OT_PA2,-128.508639,PA2_C
14,Spring,C,OT_PA2,76.56065241,PA2_C
15,Spring,C,OT_PA2,574.1481908,PA2_C
16,Spring,C,OT_PA2,280.2096761,PA2_C
17,Spring,C,OT_PA2,79.14093018,PA2_C
18,Spring,C,OT_PA2,125.0487823,PA2_C
19,Spring,C,OT_PA2,-26.32724508,PA2_C
20,Spring,C,OT_PA2,21.15875244,PA2_C
21,Spring,C,OT_PA2,8.725423177,PA2_C
