cycle,season,genus,colony_id,value,line_group
13,Fall,C,WT_PL1,858.3552144,PL1_C
14,Fall,C,WT_PL1,2156.802124,PL1_C
15,Fall,C,WT_PL1,3749.73877,PL1_C
16,Fall,C,WT_PL1,6847.503255,PL1_C
17,Fall,C,WT_PL1,11102.45313,PL1_C
18,Fall,C,WT_PL1,17758.32194,PL1_C
19,Fall,C,WT_PL1,27453.45052,PL1_C
20,Fall,C,WT_PL1,41015.41081,PL1_C
21,Fall,C,WT_PL1,57665.01823,PL1_C
22,Fall,C,WT_PL1,77443.23828,PL1_C
23,Fall,C,WT_PL1,100187.1979,PL1_C
24,Fall,C,WT_PL1,125028.3359,PL1_C
25,Fall,C,WT_PL1,151581.0547,PL1_C
26,Fall,C,WT_PL1,178618.4063,PL1_C
27,Fall,C,WT_PL1,205725.5521,PL1_C
28,Fall,C,WT_PL1,232674.3125,PL1_C
29,Fall,C,WT_PL1,259066.3073,PL1_C
30,Fall,C,WT_PL1,283794.6146,PL1_C
31,Fall,C,WT_PL1,307171.9479,PL1_C
32,Fall,C,WT_PL1,329152.6458,PL1_C
33,Fall,C,WT_PL1,349360.3854,PL1_C
34,Fall,C,WT_PL1,368351.25,PL1_C
35,Fall,C,WT_PL1,384284.375,PL1_C
1,Fall,D,WT_PL1,339.9008026,PL1_D
2,Fall,D,WT_PL1,335.4805374,PL1_D
3,Fall,D,WT_PL1,270.1774877,PL1_D
4,Fall,D,WT_PL1,-130.5943146,PL1_D
5,Fall,D,WT_PL1,-153.4156119,PL1_D
6,Fall,D,WT_PL1,-118.8853531,PL1_D
7,Fall,D,WT_PL1,17.82462565,PL1_D
8,Fall,D,WT_PL1,179.0996908,PL1_D
9,Fall,D,WT_PL1,-118.2164001,PL1_D
10,Fall,D,WT_PL1,-79.91008822,PL1_D
11,Fall,D,WT_PL1,109.325915,PL1_D
12,Fall,D,WT_PL1,339.4291077,PL1_D
13,Fall,D,WT_PL1,858.3552144,PL1_D
14,Fall,D,WT_PL1,2156.802124,PL1_D
15,Fall,D,WT_PL1,3749.73877,PL1_D
16,Fall,D,WT_PL1,6847.503255,PL1_D
17,Fall,D,WT_PL1,11102.45313,PL1_D
18,Fall,D,WT_PL1,17758.32194,PL1_D
19,Fall,D,WT_PL1,27453.45052,PL1_D
20,Fall,D,WT_PL1,41015.41081,PL1_D
21,Fall,D,WT_PL1,57665.01823,PL1_D
22,Fall,D,WT_PL1,77443.23828,PL1_D
23,Fall,D,WT_PL1,100187.1979,PL1_D
24,Fall,D,WT_PL1,125028.3359,PL1_D
25,Fall,D,WT_PL1,151581.0547,PL1_D
26,Fall,D,WT_PL1,178618.4063,PL1_D
27,Fall,D,WT_PL1,205725.5521,PL1_D
28,Fall,D,WT_PL1,232674.3125,PL1_D
29,Fall,D,WT_PL1,259066.3073,PL1_D
30,Fall,D,WT_PL1,283794.6146,PL1_D
31,Fall,D,WT_PL1,307171.9479,PL1_D
32,Fall,D,WT_PL1,329152.6458,PL1_D
33,Fall,D,WT_PL1,349360.3854,PL1_D
34,Fall,D,WT_PL1,368351.25,PL1_D
35,Fall,D,WT_PL1,384284.375,PL1_D
1,Winter,C,WT_PL1,-1532.612915,PL1_C
2,Winter,C,WT_PL1,-1085.661784,PL1_C
3,Winter,C,WT_PL1,-308.9865723,PL1_C
4,Winter,C,WT_PL1,105.8995195,PL1_C
5,Winter,C,WT_PL1,22.96790314,PL1_C
6,Winter,C,WT_PL1,135.7159729,PL1_C
7,Winter,C,WT_PL1,169.5447744,PL1_C
8,Winter,C,WT_PL1,68.71211751,PL1_C
9,Winter,C,WT_PL1,-46.62574768,PL1_C
10,Winter,C,WT_PL1,54.32805379,PL1_C
11,Winter,C,WT_PL1,-70.38220469,PL1_C
12,Winter,C,WT_PL1,-193.608092,PL1_C
13,Winter,C,WT_PL1,-79.63605611,PL1_C
14,Winter,C,WT_PL1,49.70055302,PL1_C
15,Winter,C,WT_PL1,128.0762366,PL1_C
16,Winter,C,WT_PL1,465.5378418,PL1_C
17,Winter,C,WT_PL1,1144.851013,PL1_C
18,Winter,C,WT_PL1,2697.492249,PL1_C
19,Winter,C,WT_PL1,4725.386108,PL1_C
20,Winter,C,WT_PL1,7317.24349,PL1_C
21,Winter,C,WT_PL1,10325.29655,PL1_C
22,Winter,C,WT_PL1,14115.8418,PL1_C
23,Winter,C,WT_PL1,18772.764,PL1_C
24,Winter,C,WT_PL1,23944.03743,PL1_C
25,Winter,C,WT_PL1,30261.93001,PL1_C
26,Winter,C,WT_PL1,36829.44466,PL1_C
27,Winter,C,WT_PL1,44362.80013,PL1_C
28,Winter,C,WT_PL1,52406.29622,PL1_C
29,Winter,C,WT_PL1,60711.97852,PL1_C
30,Winter,C,WT_PL1,69885.58073,PL1_C
31,Winter,C,WT_PL1,79758.14323,PL1_C
32,Winter,C,WT_PL1,89388.02214,PL1_C
33,Winter,C,WT_PL1,99550.81771,PL1_C
34,Winter,C,WT_PL1,110287.8646,PL1_C
35,Winter,C,WT_PL1,119550.237,PL1_C
1,Winter,D,WT_PL1,911.1860046,PL1_D
2,Winter,D,WT_PL1,671.1097768,PL1_D
3,Winter,D,WT_PL1,369.5778376,PL1_D
4,Winter,D,WT_PL1,260.4547437,PL1_D
5,Winter,D,WT_PL1,200.6884257,PL1_D
6,Winter,D,WT_PL1,-2.34874471,PL1_D
7,Winter,D,WT_PL1,-464.0864156,PL1_D
8,Winter,D,WT_PL1,-387.5975418,PL1_D
9,Winter,D,WT_PL1,-190.8143819,PL1_D
10,Winter,D,WT_PL1,-21.8046697,PL1_D
11,Winter,D,WT_PL1,66.45504506,PL1_D
12,Winter,D,WT_PL1,107.5741399,PL1_D
13,Winter,D,WT_PL1,-17.94999441,PL1_D
14,Winter,D,WT_PL1,-44.27361552,PL1_D
15,Winter,D,WT_PL1,-44.21963501,PL1_D
16,Winter,D,WT_PL1,-123.9833628,PL1_D
17,Winter,D,WT_PL1,-51.56217702,PL1_D
18,Winter,D,WT_PL1,91.6662852,PL1_D
19,Winter,D,WT_PL1,88.05099996,PL1_D
20,Winter,D,WT_PL1,54.03987885,PL1_D
21,Winter,D,WT_PL1,133.195432,PL1_D
22,Winter,D,WT_PL1,-33.39120738,PL1_D
23,Winter,D,WT_PL1,-24.36586634,PL1_D
24,Winter,D,WT_PL1,273.3183365,PL1_D
25,Winter,D,WT_PL1,139.7577346,PL1_D
26,Winter,D,WT_PL1,-279.2195384,PL1_D
27,Winter,D,WT_PL1,-253.5561625,PL1_D
28,Winter,D,WT_PL1,-209.0750936,PL1_D
29,Winter,D,WT_PL1,-3.807568868,PL1_D
30,Winter,D,WT_PL1,282.68131,PL1_D
31,Winter,D,WT_PL1,14.59206859,PL1_D
32,Winter,D,WT_PL1,-129.103948,PL1_D
33,Winter,D,WT_PL1,-39.42235692,PL1_D
34,Winter,D,WT_PL1,238.5300649,PL1_D
35,Winter,D,WT_PL1,690.0085246,PL1_D
1,Spring,C,WT_PL1,-5180.262207,PL1_C
2,Spring,C,WT_PL1,-4324.284342,PL1_C
3,Spring,C,WT_PL1,-2978.293498,PL1_C
4,Spring,C,WT_PL1,-2146.867716,PL1_C
5,Spring,C,WT_PL1,-1694.910604,PL1_C
6,Spring,C,WT_PL1,-436.109787,PL1_C
7,Spring,C,WT_PL1,2.081646601,PL1_C
8,Spring,C,WT_PL1,301.171519,PL1_C
9,Spring,C,WT_PL1,868.1390177,PL1_C
10,Spring,C,WT_PL1,1009.624695,PL1_C
11,Spring,C,WT_PL1,918.0244649,PL1_C
12,Spring,C,WT_PL1,1006.129995,PL1_C
13,Spring,C,WT_PL1,885.2329,PL1_C
14,Spring,C,WT_PL1,1163.559743,PL1_C
15,Spring,C,WT_PL1,909.550649,PL1_C
16,Spring,C,WT_PL1,680.8749288,PL1_C
17,Spring,C,WT_PL1,610.5845642,PL1_C
18,Spring,C,WT_PL1,902.117157,PL1_C
19,Spring,C,WT_PL1,807.3112284,PL1_C
20,Spring,C,WT_PL1,520.6250712,PL1_C
21,Spring,C,WT_PL1,504.1185506,PL1_C
22,Spring,C,WT_PL1,464.2813632,PL1_C
23,Spring,C,WT_PL1,273.4623871,PL1_C
24,Spring,C,WT_PL1,152.47155,PL1_C
25,Spring,C,WT_PL1,50.66558329,PL1_C
26,Spring,C,WT_PL1,-336.9502595,PL1_C
27,Spring,C,WT_PL1,-324.4254901,PL1_C
28,Spring,C,WT_PL1,16.52116521,PL1_C
29,Spring,C,WT_PL1,-264.7457403,PL1_C
30,Spring,C,WT_PL1,-550.3459702,PL1_C
31,Spring,C,WT_PL1,-371.3784904,PL1_C
32,Spring,C,WT_PL1,-610.0203705,PL1_C
33,Spring,C,WT_PL1,-971.4382884,PL1_C
34,Spring,C,WT_PL1,-1361.061951,PL1_C
35,Spring,C,WT_PL1,-1440.513728,PL1_C
1,Spring,D,WT_PL1,-2687.556071,PL1_D
2,Spring,D,WT_PL1,-2047.878297,PL1_D
3,Spring,D,WT_PL1,-1173.122396,PL1_D
4,Spring,D,WT_PL1,-1000.749227,PL1_D
5,Spring,D,WT_PL1,-371.7980118,PL1_D
6,Spring,D,WT_PL1,142.7001394,PL1_D
7,Spring,D,WT_PL1,370.820638,PL1_D
8,Spring,D,WT_PL1,869.4698184,PL1_D
9,Spring,D,WT_PL1,1107.855957,PL1_D
10,Spring,D,WT_PL1,1491.335846,PL1_D
11,Spring,D,WT_PL1,1781.070984,PL1_D
12,Spring,D,WT_PL1,1557.954478,PL1_D
13,Spring,D,WT_PL1,1443.554169,PL1_D
14,Spring,D,WT_PL1,1862.692922,PL1_D
15,Spring,D,WT_PL1,1941.193665,PL1_D
16,Spring,D,WT_PL1,1759.144918,PL1_D
17,Spring,D,WT_PL1,1265.046672,PL1_D
18,Spring,D,WT_PL1,1126.427612,PL1_D
19,Spring,D,WT_PL1,1233.092387,PL1_D
20,Spring,D,WT_PL1,1365.085327,PL1_D
21,Spring,D,WT_PL1,1375.153758,PL1_D
22,Spring,D,WT_PL1,990.4721934,PL1_D
23,Spring,D,WT_PL1,873.0536601,PL1_D
24,Spring,D,WT_PL1,771.7887472,PL1_D
25,Spring,D,WT_PL1,533.2738469,PL1_D
26,Spring,D,WT_PL1,289.8839696,PL1_D
27,Spring,D,WT_PL1,475.7232361,PL1_D
28,Spring,D,WT_PL1,368.481781,PL1_D
29,Spring,D,WT_PL1,337.6413574,PL1_D
30,Spring,D,WT_PL1,27.36344401,PL1_D
31,Spring,D,WT_PL1,-245.7243652,PL1_D
32,Spring,D,WT_PL1,3.484700521,PL1_D
33,Spring,D,WT_PL1,1082.110352,PL1_D
34,Spring,D,WT_PL1,1510.059041,PL1_D
35,Spring,D,WT_PL1,1733.544108,PL1_D
1,Summer,C,WT_PL2,-2391.870651,PL2_C
2,Summer,C,WT_PL2,-1396.168884,PL2_C
3,Summer,C,WT_PL2,-1063.935801,PL2_C
4,Summer,C,WT_PL2,-544.010039,PL2_C
5,Summer,C,WT_PL2,-39.16240438,PL2_C
6,Summer,C,WT_PL2,534.0498263,PL2_C
7,Summer,C,WT_PL2,1131.532888,PL2_C
8,Summer,C,WT_PL2,1393.156611,PL2_C
9,Summer,C,WT_PL2,751.7697487,PL2_C
10,Summer,C,WT_PL2,-789.28361,PL2_C
11,Summer,C,WT_PL2,-886.566213,PL2_C
12,Summer,C,WT_PL2,-510.6768735,PL2_C
13,Summer,C,WT_PL2,318.1499125,PL2_C
14,Summer,C,WT_PL2,1129.065247,PL2_C
15,Summer,C,WT_PL2,2433.759277,PL2_C
16,Summer,C,WT_PL2,4715.450602,PL2_C
17,Summer,C,WT_PL2,6418.6993,PL2_C
18,Summer,C,WT_PL2,8692.966146,PL2_C
19,Summer,C,WT_PL2,12104.69108,PL2_C
20,Summer,C,WT_PL2,15785.16146,PL2_C
21,Summer,C,WT_PL2,20735.79036,PL2_C
22,Summer,C,WT_PL2,27120.96615,PL2_C
23,Summer,C,WT_PL2,33974.90299,PL2_C
24,Summer,C,WT_PL2,42118.1556,PL2_C
25,Summer,C,WT_PL2,51275.76432,PL2_C
26,Summer,C,WT_PL2,61477.98307,PL2_C
27,Summer,C,WT_PL2,73178.50781,PL2_C
28,Summer,C,WT_PL2,85720.82813,PL2_C
29,Summer,C,WT_PL2,99433.39063,PL2_C
30,Summer,C,WT_PL2,113130.1641,PL2_C
31,Summer,C,WT_PL2,127868.5026,PL2_C
32,Summer,C,WT_PL2,142594.7708,PL2_C
33,Summer,C,WT_PL2,157343.4271,PL2_C
34,Summer,C,WT_PL2,171747.849,PL2_C
35,Summer,C,WT_PL2,183982.1302,PL2_C
1,Summer,D,WT_PL2,6158.978678,PL2_D
2,Summer,D,WT_PL2,6076.353109,PL2_D
3,Summer,D,WT_PL2,4949.00887,PL2_D
4,Summer,D,WT_PL2,2653.805054,PL2_D
5,Summer,D,WT_PL2,1624.46578,PL2_D
6,Summer,D,WT_PL2,928.0067952,PL2_D
7,Summer,D,WT_PL2,364.9280345,PL2_D
8,Summer,D,WT_PL2,53.27634557,PL2_D
9,Summer,D,WT_PL2,-225.5784696,PL2_D
10,Summer,D,WT_PL2,-672.0322469,PL2_D
11,Summer,D,WT_PL2,-955.3922729,PL2_D
12,Summer,D,WT_PL2,-736.8772812,PL2_D
13,Summer,D,WT_PL2,-718.4144185,PL2_D
14,Summer,D,WT_PL2,-1143.607747,PL2_D
15,Summer,D,WT_PL2,-1632.50944,PL2_D
16,Summer,D,WT_PL2,-1485.645508,PL2_D
17,Summer,D,WT_PL2,-1272.64093,PL2_D
18,Summer,D,WT_PL2,-1558.558228,PL2_D
19,Summer,D,WT_PL2,-1650.704773,PL2_D
20,Summer,D,WT_PL2,-1305.543966,PL2_D
21,Summer,D,WT_PL2,-1567.653971,PL2_D
22,Summer,D,WT_PL2,-1589.925456,PL2_D
23,Summer,D,WT_PL2,-1543.832336,PL2_D
24,Summer,D,WT_PL2,-2016.958069,PL2_D
25,Summer,D,WT_PL2,-1916.781535,PL2_D
26,Summer,D,WT_PL2,-1072.870712,PL2_D
27,Summer,D,WT_PL2,-294.8609772,PL2_D
28,Summer,D,WT_PL2,1229.247721,PL2_D
29,Summer,D,WT_PL2,1612.596049,PL2_D
30,Summer,D,WT_PL2,1491.90269,PL2_D
31,Summer,D,WT_PL2,1597.516558,PL2_D
32,Summer,D,WT_PL2,1976.588908,PL2_D
33,Summer,D,WT_PL2,2272.931925,PL2_D
34,Summer,D,WT_PL2,2606.113647,PL2_D
35,Summer,D,WT_PL2,3140.138997,PL2_D
1,Fall,C,WT_PL2,-1143.957926,PL2_C
2,Fall,C,WT_PL2,-805.7758179,PL2_C
3,Fall,C,WT_PL2,-274.9516805,PL2_C
4,Fall,C,WT_PL2,-18.56771851,PL2_C
5,Fall,C,WT_PL2,-177.8009186,PL2_C
6,Fall,C,WT_PL2,28.41120402,PL2_C
7,Fall,C,WT_PL2,353.6975301,PL2_C
8,Fall,C,WT_PL2,524.1401164,PL2_C
9,Fall,C,WT_PL2,316.5384293,PL2_C
10,Fall,C,WT_PL2,127.5356903,PL2_C
11,Fall,C,WT_PL2,93.93792216,PL2_C
12,Fall,C,WT_PL2,182.997673,PL2_C
13,Fall,C,WT_PL2,208.2944234,PL2_C
14,Fall,C,WT_PL2,268.1523844,PL2_C
15,Fall,C,WT_PL2,116.3983409,PL2_C
16,Fall,C,WT_PL2,-152.9924215,PL2_C
17,Fall,C,WT_PL2,-402.9938405,PL2_C
18,Fall,C,WT_PL2,-466.8546448,PL2_C
19,Fall,C,WT_PL2,-646.1034749,PL2_C
20,Fall,C,WT_PL2,-801.8106283,PL2_C
21,Fall,C,WT_PL2,-856.3641256,PL2_C
22,Fall,C,WT_PL2,-760.7184194,PL2_C
23,Fall,C,WT_PL2,-560.605306,PL2_C
24,Fall,C,WT_PL2,-903.7212626,PL2_C
25,Fall,C,WT_PL2,-1121.757884,PL2_C
26,Fall,C,WT_PL2,-1348.52888,PL2_C
27,Fall,C,WT_PL2,-1499.564196,PL2_C
28,Fall,C,WT_PL2,-1241.337718,PL2_C
29,Fall,C,WT_PL2,-1309.897695,PL2_C
30,Fall,C,WT_PL2,-1504.763654,PL2_C
31,Fall,C,WT_PL2,-1564.537333,PL2_C
32,Fall,C,WT_PL2,-1623.540029,PL2_C
33,Fall,C,WT_PL2,-1918.636454,PL2_C
34,Fall,C,WT_PL2,-2156.477834,PL2_C
35,Fall,C,WT_PL2,-2241.783925,PL2_C
1,Fall,D,WT_PL2,2235.283895,PL2_D
2,Fall,D,WT_PL2,2059.326986,PL2_D
3,Fall,D,WT_PL2,1062.983226,PL2_D
4,Fall,D,WT_PL2,427.2710482,PL2_D
5,Fall,D,WT_PL2,301.376578,PL2_D
6,Fall,D,WT_PL2,-18.4280529,PL2_D
7,Fall,D,WT_PL2,-33.24570465,PL2_D
8,Fall,D,WT_PL2,63.08507792,PL2_D
9,Fall,D,WT_PL2,-33.64273326,PL2_D
10,Fall,D,WT_PL2,-61.07236735,PL2_D
11,Fall,D,WT_PL2,-207.947305,PL2_D
12,Fall,D,WT_PL2,-289.9159953,PL2_D
13,Fall,D,WT_PL2,-165.5526733,PL2_D
14,Fall,D,WT_PL2,-206.7713623,PL2_D
15,Fall,D,WT_PL2,-234.8989131,PL2_D
16,Fall,D,WT_PL2,-149.3467738,PL2_D
17,Fall,D,WT_PL2,-436.8415171,PL2_D
18,Fall,D,WT_PL2,-459.9612528,PL2_D
19,Fall,D,WT_PL2,-225.6174444,PL2_D
20,Fall,D,WT_PL2,-203.519736,PL2_D
21,Fall,D,WT_PL2,-193.4662882,PL2_D
22,Fall,D,WT_PL2,-206.4037355,PL2_D
23,Fall,D,WT_PL2,-107.278684,PL2_D
24,Fall,D,WT_PL2,125.7226742,PL2_D
25,Fall,D,WT_PL2,71.38027827,PL2_D
26,Fall,D,WT_PL2,-297.3592555,PL2_D
27,Fall,D,WT_PL2,-291.6860148,PL2_D
28,Fall,D,WT_PL2,-59.13127518,PL2_D
29,Fall,D,WT_PL2,162.4273675,PL2_D
30,Fall,D,WT_PL2,428.7256063,PL2_D
31,Fall,D,WT_PL2,261.940506,PL2_D
32,Fall,D,WT_PL2,-8.309443156,PL2_D
33,Fall,D,WT_PL2,264.742691,PL2_D
34,Fall,D,WT_PL2,720.7414551,PL2_D
35,Fall,D,WT_PL2,1193.021423,PL2_D
1,Winter,C,WT_PL2,7575.76416,PL2_C
2,Winter,C,WT_PL2,6678.564372,PL2_C
3,Winter,C,WT_PL2,2861.93986,PL2_C
4,Winter,C,WT_PL2,1307.79423,PL2_C
5,Winter,C,WT_PL2,997.2096074,PL2_C
6,Winter,C,WT_PL2,743.3567098,PL2_C
7,Winter,C,WT_PL2,711.6288656,PL2_C
8,Winter,C,WT_PL2,341.6875,PL2_C
9,Winter,C,WT_PL2,-195.8502909,PL2_C
10,Winter,C,WT_PL2,-770.2968547,PL2_C
11,Winter,C,WT_PL2,-756.4206238,PL2_C
12,Winter,C,WT_PL2,-1085.765666,PL2_C
13,Winter,C,WT_PL2,-1375.141968,PL2_C
14,Winter,C,WT_PL2,-1313.684916,PL2_C
15,Winter,C,WT_PL2,-1304.472631,PL2_C
16,Winter,C,WT_PL2,-1186.474004,PL2_C
17,Winter,C,WT_PL2,-628.3997393,PL2_C
18,Winter,C,WT_PL2,-667.9453303,PL2_C
19,Winter,C,WT_PL2,-674.6914164,PL2_C
20,Winter,C,WT_PL2,-739.7995046,PL2_C
21,Winter,C,WT_PL2,-358.9440257,PL2_C
22,Winter,C,WT_PL2,645.8724009,PL2_C
23,Winter,C,WT_PL2,881.1991831,PL2_C
24,Winter,C,WT_PL2,682.1406174,PL2_C
25,Winter,C,WT_PL2,478.8138224,PL2_C
26,Winter,C,WT_PL2,351.7161204,PL2_C
27,Winter,C,WT_PL2,629.7317816,PL2_C
28,Winter,C,WT_PL2,265.7187551,PL2_C
29,Winter,C,WT_PL2,-307.6575521,PL2_C
30,Winter,C,WT_PL2,-692.4061991,PL2_C
31,Winter,C,WT_PL2,-666.5052287,PL2_C
32,Winter,C,WT_PL2,-976.8528773,PL2_C
33,Winter,C,WT_PL2,-1312.299522,PL2_C
34,Winter,C,WT_PL2,-1722.658925,PL2_C
35,Winter,C,WT_PL2,-1663.356715,PL2_C
1,Winter,D,WT_PL2,3492.040609,PL2_D
2,Winter,D,WT_PL2,2844.704305,PL2_D
3,Winter,D,WT_PL2,1800.396688,PL2_D
4,Winter,D,WT_PL2,1054.604757,PL2_D
5,Winter,D,WT_PL2,590.8153763,PL2_D
6,Winter,D,WT_PL2,277.4218419,PL2_D
7,Winter,D,WT_PL2,158.9397786,PL2_D
8,Winter,D,WT_PL2,-261.7167778,PL2_D
9,Winter,D,WT_PL2,-587.47229,PL2_D
10,Winter,D,WT_PL2,-490.6600952,PL2_D
11,Winter,D,WT_PL2,-177.9390437,PL2_D
12,Winter,D,WT_PL2,-195.527888,PL2_D
13,Winter,D,WT_PL2,-374.4188232,PL2_D
14,Winter,D,WT_PL2,-493.2810974,PL2_D
15,Winter,D,WT_PL2,-564.8725433,PL2_D
16,Winter,D,WT_PL2,-543.8259786,PL2_D
17,Winter,D,WT_PL2,-485.2247213,PL2_D
18,Winter,D,WT_PL2,-377.136495,PL2_D
19,Winter,D,WT_PL2,-567.8946025,PL2_D
20,Winter,D,WT_PL2,-590.1110535,PL2_D
21,Winter,D,WT_PL2,-396.7493693,PL2_D
22,Winter,D,WT_PL2,-237.6090546,PL2_D
23,Winter,D,WT_PL2,-143.0286331,PL2_D
24,Winter,D,WT_PL2,-144.0575733,PL2_D
25,Winter,D,WT_PL2,4.205144246,PL2_D
26,Winter,D,WT_PL2,138.8897273,PL2_D
27,Winter,D,WT_PL2,134.0612996,PL2_D
28,Winter,D,WT_PL2,-106.306193,PL2_D
29,Winter,D,WT_PL2,-19.53305817,PL2_D
30,Winter,D,WT_PL2,239.159345,PL2_D
31,Winter,D,WT_PL2,435.6252035,PL2_D
32,Winter,D,WT_PL2,557.9816488,PL2_D
33,Winter,D,WT_PL2,622.6402079,PL2_D
34,Winter,D,WT_PL2,742.6242879,PL2_D
35,Winter,D,WT_PL2,1097.39742,PL2_D
1,Spring,C,WT_PL2,-1896.298014,PL2_C
2,Spring,C,WT_PL2,-1836.289022,PL2_C
3,Spring,C,WT_PL2,-437.2032572,PL2_C
4,Spring,C,WT_PL2,-279.2919718,PL2_C
5,Spring,C,WT_PL2,9.650578817,PL2_C
6,Spring,C,WT_PL2,574.7858276,PL2_C
7,Spring,C,WT_PL2,516.7700373,PL2_C
8,Spring,C,WT_PL2,225.4625715,PL2_C
9,Spring,C,WT_PL2,-145.2641646,PL2_C
10,Spring,C,WT_PL2,-31.58203379,PL2_C
11,Spring,C,WT_PL2,-333.8478349,PL2_C
12,Spring,C,WT_PL2,-352.345403,PL2_C
13,Spring,C,WT_PL2,495.821106,PL2_C
14,Spring,C,WT_PL2,1327.977173,PL2_C
15,Spring,C,WT_PL2,3591.45874,PL2_C
16,Spring,C,WT_PL2,8898.706055,PL2_C
17,Spring,C,WT_PL2,19329.32617,PL2_C
18,Spring,C,WT_PL2,39365.81771,PL2_C
19,Spring,C,WT_PL2,74620.04167,PL2_C
20,Spring,C,WT_PL2,130074.4583,PL2_C
